user,review,rating
Hery Wur,"Kesini tgl 18 Januari 2022 bersama anggota klg yg semuanya dewasa.
Fasilitas rekreasi yang ada cukup banyak tetapi tingkat kepuasan pengunjung tentu saja berbeda tergantung interest-nya masing-masing. …",1
Keke myarin,"Pandemi memang berpengaruh ya ke semuanya, padahal dulu gak ada sepinya nih tempat,,, sekarang jadi agak sepi karna pandemi. Lengkap banget wahana2nya mulai dari untuk anak2 sampai untuk orang dewasa, mantabz deh pkoknya",5
UmmiRaisa Collection,"Tempat wisata keluarga, banyak wahana edukasi, wahana bermain jg.
Area luas banget, saran saya pakai alas kaki yg nyaman ya 😄 …",5
Agung Setiono,"Manajemen nya tidak ketat dalam penerapan prokes nya..

Masih banyak yg bermain dalam wahana tanpa memakai masker dan berdesak2an, dan …",1
Rizky Ayu,"akhirnya kesini lagi setelah beberapa tahun berlalu. mainannya cukup terawat ya, tapi ada yg ngga beroperasi.
kalau kesini jgn lupa oke sunblock sama sunscreen, karena meskipun malang dingin …",5
Sita Rahma,"Banyak wahana ekstrem baru, bagus untuk tantangan! Wahana untuk anak anak juga lumayan lengkap, sebaiknya beli karcis melalui online, bisa menghemat uang",5
Esti S. Arum,"Kalau suka naik wahana, Jatim Park 1 ini pilihan yang pas karena disini ada banyak wahana yang seru. Kesini pas high season jadi ya rame, tapi masih bisa menikmati permainan disini. Setelahnya ke Museum Tubuh yang sangat edukatif.",5
Zora Pradinata,Salah satu wisata yg rekomen banget buat kalian kunjungi 🫶 …,5
Haris Tiana,"Wahana bermain sambil belajar. HTM 100rb untuk weekday dan 120rb utk weekend, tiket sudah termasuk ke museum tubuh.",5
Zai Yuo,"Tempat rekreasi favorit dari kecil,apalagi sekarang makin tertata rapi,bersih,toilet bnyak dan bersih,wahana makin bnyak,butuh waktu seharian dsini dan gak bikin bosan",4
Viska,"Tempat belajar ilmu ilmiah & wahana rekreasi..

Tiketnya bisa beoi dengan terusan ke tempat lain yang satu grup.",5
Vie Fairish,"Masih banyak permainan yg beluum di explore saking luasnya, 1hari kayaknya masih kurang",5
Ronny sintul,Selain ekonomis tempatnya terawat bisa bermain sambil belajar sejarah..,5
Rafa Subhan,"Memang seru sih tapi baju basah ku yang tas hijau ketinggalan disitu pengen ambil udah telat ,tolong kasih fasilitas rak barang hilang",4
Bagas Wayaz,Masih menjadi favorit hingga saat ini karena makin banyaknya wahana permainannya,5
Dewi Ashariii,Harus datang pagi2 ya... Walaupun gak sebesar Jatim Park 2&3 tapi di sini jga seru bgt.... Dan harganya jga bersahabat di kantong jga ramah di kantong rekreasi keluarga..,5
Binti Muslimah,kesini liburan sekolah kemarin sama anak  aku .  rencana liburan hari Raya mau kesini lagi,5
Muhammad Azmi,"Di jatim park 1 ini kita bisa masuk ke museum tubuh yang penuh dengan pengetahuan tentang tubuh kita, juga ada pemeriksaan gratis utk mata, asam urat, gula darah dll. Setelah masuk museum tubuh kita masuk ke wahana jatim park 1 didalamnya …",4
Adhi Cahyono (Acken),"Belajar budaya yang beragam di Indonesia. Liat Macam-macam kerajaan, suku, dan banyak lagi yang lain. Luar biasa.
Ditambah masuk ke Museum Tubuh, kita belajar bagian-bagian tubuh manusia, dari …",5
Melly Rahma,"Pas banget buat liburan bersama keluarga,  dengan wahana yang sangat menarik menyenangkan dan sambil belajar juga loh seperti museum tubuh, biologi kimia dll.",5
Heri Eko,Jika memang wahana permainan yg sangat diminati pengunjung ada perbaikan pada hari itu sebaiknya harga tiket jangan disamakan dengan harga ketika semua wahana bisa digunakan,3
Coco Eric,"Salah satu wisata terbaik di kota batu. Pemandangan yang indah, suasana yang asri & nyaman. Ditambah wahana yang awesome sangat cocok untuk mengisi weekend dgn teman & kluarga.",5
VIVIE NURMALA SARI,"Keren...tempatnya seru. Bagus buat pendidikan karena ada musem tubuhnya,( jadi kita bisa mengetahui ohh seperti ini bntuk tubuh kita bgtu ), wahananya banyak, banyak makanan, oleh2 nya juga banyak, dan Pingen kesini lagi...😂😂😂😂🙏 …",4
Lina Maesari,"Bertemakan Science banyak spot yang berkaitan dengan berbagai macam uji coba science. Banyak wahana permainan yang beragam, wisata air, spot for kebudayaan dan peragaan dance oleh crew didepan pintu masuk",5
Dian Andriany,"Selain wahana extreme, ada waterboom dan area belajar berbagai tema. Tema sejarah, budaya indonesia dll. Kuatin kakinya ya.",4
naila rahma,"Akhir pekan dan setelah libur nasional cocok banget waktunya buat yang weekday kerja tapi pengen liburan yang ga terlalu padat orang hohoho
Aku saranin beli tiket online",5
Fakhrul Rozi,Wow banget deh rugi kalau ga kesini.. Semua menarik cocok untuk santai dan wisata keluarga,5
Yezi Novia,"Tempat yang menarik untuk berlibur. Wahana edukasinya bagus ada rumah adat berbagai daerah di Indonesia, science, dan sejarah. Dan wahana permainannya juga oke. Tempat makan di dalamnya juga enak",5
Indah Yuliatin,Bagus karna ada wahana bermain dan wisata edukasi tentang suku bangsa di Indonesia,5
Hamka,"Salah satu pilihan destinasi wisata. Sangat menyenangkan terlebih aaat ini sudah banyak arena permainannya... Dan pintu keluar sudah diatur seperti di wisata candi Borobudur, harus melewati lapak lapak penjual makanan dan oleh oleh",5
Luthfiana G. Safitri,"Sebanding dengan harga tiketnya, puas main di sini. Yang menarik itu rumah kaca trus sama yang percobaan2 science itu. Bagus untuk edukasi anak2. Luas banget, puas keliling sampe kaki gempor hahaha",5
Buchori Waya Nihan,"Jawa Timur Park I atau sering disebut JatimPark 1 adalah salah satu destinasi wisata populer yang ada di daerah Kota Malang, Kabupaten Malang dan Kota Batu.
Ada banyak jenis tipe tiket masuk yang ditawarkan. …",5
vina raisa Rafania,banyak sekali permainan seruuu dan aku merasa senang saat bermain main di sanaa,5
Fitri Hapsari,"Jatim Park 1 piknik untuk keluarga. Satu  lokasi sama dengan museum tubuh. Ada miniatur dan replika sejarah. Ada miniatur candi jg. Permainannya bagus juga, sdh banyak spot baru untuk keluarga. Cocok untuk anak anak dan remaja, roller coaster keren ya, recommended",4
A- Rp.,"Salah satu tempat wisata yang wajib di kunjungi saat kalian liburan ke malang.
Di Jatim Park 1 kalian bisa bermain sambil mengenal dan belajar beberapa sejarah Indonesia selain itu kalian juga bisa bermain beberapa permainan sains dan teknologi ...",5
Imran Fahrudin,"Meski sdh ada jatim park 2 dan 3, tempat ini sangat recomended deh buat teman2 yg berkunjung ke batu malang. Banyak spot foto menarik, ada wahana juga, dan tiket masuk tidak merobek kantong..",5
Hervin,"Nggak tau udah berapa kali ke sini, nggak pernah bosen sama wahananya. sayangnya kemarin lagi hujan jadi nggak begitu seru soalnya banyak wahana yang nggak bisa beroperasi",5
Kristina Yanuarti,"Tempat rekreasi utk menambah pengetahuan anak anak yang lumayan lengkap, petugasnya cukup tanggap dan ramah",5
Muhibbatul Ma'rifah,"Pengalaman paling menyedikan kesini pas lagi hujan, jadi agak ga seseru. Pernah juga pas lagi musim panas yakin sih tambah seru, bagus banget kedukung sama cuaca. Udah ke 5 kali-nya kesini, dan ga pernah bosen sih. Hafal juga rutenya jadi …",5
Juang Rahmadillah,"Nemenin keponakan (wkwkwkk keponakan ketemu gede) bermain, tapi saat itu banyak banget wahana yang sedang direnovasi.
Padahal keponakan saya pengen banget bermain wahana yang memacu adrenalin. Huft. …",5
Filzah Putri Nabilah Insyirah,tempatnya cocok untuk rekreasi bersama teman maupun keluarga. terdapat banyak pengetahuan serta wahana seru🤩 …,5
Rahmat Saleh,"Tempat wisata edukasi ilmu pengetahuan dan juga tempat rekreasi digabung menjadi satu, rekomended sekali untuk mengajak anak2 anda kesini. Fasilitasnya lengkap ada pasar tradisional yg menjual aneka suvenir maupun makanan lokal dan hotel tempat menginap jika teman2 merasa mencari lokasi yg tidak jauh dari tempat hiburan batu",5
Bayu Indria Widiatmoko,"Tempat rekreasi yang lengkap untuk keluarga.. Selain terdapat wahana permainan dan waterpark yang memanjakan anak2, kita juga disuguhkan oleh pengetahuan tentang berbagai ilmu dan budaya nusantara. Untuk tiket lebih murah membeli lewat aplikasi online. Weekday 65k, weekend 95k.",4
Shella P,Kesini untuk ke museum organ tubuh. Recommended place 😍 …,5
debby Fanggidaej,Wahana2 nya seru.. banyak resto juga. Banyak satwa2 dan menarik. Bagus tuk edukasi anak2.  Ada wahana bbrp kolam renang dan taman bermain.,5
firdaindahhh,"udah beberapa kali kesini dan setiap kesini banyak sekali perubahannya jadi pangling, beli tiketnya di traveloka biar bisa pilih pake terusan atau engga, soalnya kalau beli offline langsung di loket wajib terusan ke museum tubuh or museum angkut",5
Andari Rahmadhani,"Sangat mengedukasi tempat-tempat nya,permainannya seru-seru sampe bikin saya pusing,bersih,kamar mandi cukup bersih,sayangnya waktu kesana ada bbrp wahana yg sedang diperbaiki",4
Rahmad Hidayat,"Tempat yangg cocok untuk healing. Sama keluarga. Sama ayanngg cocok. Untuk kelengkapan nya sangat lengkap. Misal soal makan tempat hiburan spot buat foto.
Saya bilang begitu,karna sering berkunjung😊 …",5
Arif M,"Wisata edukasi dan permainan yang lengkap, cocok membawa putra putri anda utk bljr dan bermain disini. Siapkan pakaian ganti jika ingin menikmati berenang. Fasilitas lengkap dan bersih. Cuma kalau hujan, akses jalan sebaiknya diberikan peneduh utk kenyamanan pengunjung.",5
Zharfan Muhammad Abdillah,"Tempat wisata yang asik, banyak edukasi yang di dapatkan dan banyak sekali wahana anak anak dan orang dewasa,  dengan tiket terusan 100k weekdays (harga baru) …",5
Yanuar Toni Pradana,"Jawa Timur Park 1, merupakan tempat wisata yang memadukan wahana rekreasi keluarga dan taman belajar yang bisa dinikmati bersama. Jatim Park 1 berada di Kota Batu, sekitar 20 km dari kota Malang, Jawa Timur. Masuk kelokasi wisata ini kita …",5
Hasika Rimai,Wahana permainannya sangat asyik dan menantang.. ada juga yg buat anak kecil. Dan yg paling unik adalah sebelum kita masuk ke wahana permainan kita akan melihat tempat-tempat edukasi yg sangat baik untuk pengetahuan kita. Jd yg awalnya saya …,5
Tukang Rivew jujur,"Jangan kesini pas liburan anak sekolah dibulan mei-juni
Full lautan manusia malah bikin pusing kaaan.",5
Master-K,"High Season Lebaran 2025, Saya naik kendaran umum dari surabaya. Saya dan istri bawa @ 1 ransel karna menginap semalam di Pondok Jatim Park. Hari ke 1 kami ke museum Angkut. Hari ke 2 kami ke Jatim Park 1 dan check out dulu dari hotel. …",1
Chrona Aleister,"Depan2nya bagus, tapi permainan nya kurang. Saat saya kesana lagi sepi, jd butuh nunggu kuota orang buat naik 1 wahana 😢. Jet coaster nya udah agak ringkih jd getaran nya keras bikin badan sakit …",3
Frida Fivi,"Seru banget banyak wahana seru, hampir semua wahana udah include sama tiket masuk. Pas kesini weekend lebaran wahana antri tapi rame, pas kesini hari biasa agak kurang seru karena beberapa wahana harus dinaiki minimal 8 orang. Overall oke banget buat liburan ke jatim park 1. Gak bakal nyesel",5
Gatut Wijaya,"Tempat yang menarik baik untuk bermain dan pendidikan.
Untuk diorama sejarah bangsa perlu akurasi data, terutama nama pahlawan. Seperti Pattimura, kurang huruf t, dokter ditulis Dr, seharusnya dr. Demikian juga Sisingamangaraja XII, tanpa romawi.",5
Enviidii,"Second time ke sini. Dan masih sama serunya. Sama kyk dulu ada beberapa wahana yg ga dioperasikan. Dan ada beberapa permainan yg diganti. Lalu di sana ada byk mas2 pekerja, Alhamdulillah mereka ga cat calling. …",4
liaan zmp,"Seru habis, permainannya lengkaap, ada go cart nya juga. Sehari gak puas main ke JP1, butuh 2hari untuk memuaskan diri di JP1. Hanya saja jangan berkunjung dimusim-musim hujan, tambah gak puas karena jika hujan wahana permainan outdoor akan ditutup hingga hujan berhenti sedangkan JP1 tutup jam 5.",5
Zian Deni M,"Seru banget
Apalagi weekend banyak orang jadi kaya rame gituuu seruu pokoknya 😍😍🤭
Silahkan berkunjung kak🙏✋ …",5
nesti mindh r,"Udah gak perlu ragu kalau main di Jatim Park grup. Tempatnya nyaman, staf ramah2, dan bersih tertata rapi. Toilet juga banyak.",5
Ari Novi wibowo,permainan perlu ditambah lagi fan diperbaharui.terutama banyak cat2 yg sudah usang,5
Lilik Masruroh,"Tempat nyaman buat rekreasi bersama keluarga. Banyak wahana yang menyenang kan. Tempatnya Edukatif, bersih, rapi dan nyaman.",5
Firsty Setyo Rini,"Datang kesini pas musim libur lebaran, tempatnya luas dan rame pengunjung. Untuk masuk kesini kalo gak salah htmnya 130rb untuk yang reguler, kalau terusan ke museum angkut itu 170rb. …",5
Koko Senopati,"Parkiran luas, mobil pribadi,elf, Hiace,bus bisa parkir semua,, tempatnya luas banget, mainannya wow lengkap banget,,gak rugi kalau main kesini,bener bener istimewa,,",5
bobhye wijanarko,Jtp 1 terletak dikota batu dengan akses yang sangat mudahh tempat yang wajib anda kunjungi bersama sodara teman atau kelompok saat anda liburan dikota batu jtp1 dibandrol dengan tiket yang standart saja tapi bagi saya mahall di jtp1 sini …,4
Rena Nafika,"Tempat wisata yang wahana cocok untuk liburan bersama keluarga maupun teman teman, sama pacar gebetan cemceman juga cocok kok 😂. Tapi mungkin nggak bakal cukup kalo cuma sekali kesini …",5
Khrisnafumi Tablo,"Menyebalkan! Jajanan anak sy di sitah gk boleh dibawa masuk. Itu jajan kesukaan anak sy, & didalam tidak tersedia. Itu membuat dia sedih.",1
Dikry,"Tempat liburan keluarga yang menyenangkan, ada banyak permainan wahana dan wawasan budaya. Ada tempat oleh oleh juga",5
Jhon Kombong,"Sangat bagus, tempat nya juga sangat luat, sebelum mencapai arena permainan, kita akan melewati area tentang adat dari tiap daerah, are pendidikan fisika, tentang sejarah perjuangan, mata uang, candi2, dan banyak spot bagus untuk berfoto2 …",5
Agusrina Dwi Pratiwi,"Dateng pagi, biar bisa nikmatin wahananya. Tapi beberapa wahana yang extreme malah lagi diperbaiki, terus aku ada naik salah satu wahana berhenti di rel akhirnya turun jalan ke keluar. Belum lagi penjaga kamar mandi perempuan judes polll.",1
Verlia J,Tiket masuk nya 120 ribu untuk weekend. Bisa main wahana juga sepuasnya. Ada kolam renang permainan juga loh. Cobain juga Jatim park 2&3 nya ya,4
Kalis Priyanto,"(Musium tubuh) Sebenarnya sih tempatnya sudah oke, Anak pun senang, suasana juga oke 👍, tapi sayang ada 1 kejadian yang membuat kami kecewa. Makananyang disajikan di cafenya,, ayamnya basi 🤮 sekelas jatimpark tidak mengontrol makanan yang dimasak dan disajikan begitu saja 🤮🤮🤮 …",3
Laris Jaya Gorden,Terima kasih banyak kepada petugas yang baik banget.... bagaimana tidak kunci mobil saya jatuh waktu naik salah satu wahana dan sudah bingung banget kemana nyarinya. Akhirnya datang ke petugas dan kunci akhirnya ketemu ... Terima kasih banyak crew jatim park 1.,5
tri moelyono,"Alhamdulillah mantap untuk wahana di Jatim Park 1..Semua teratur rapi dari parkir,check point' dan pembelian ticketnya..moga bisa ditambah lagi wahana permainannya dan makin sukses selalu",5
Febian Muhammad Reyhan,"Tempatnya luas nga cuma wahana ekstrem aja ada museum juga, tapi sayangnya banyak wahana yang ditutup",5
Danu Project,"Jawa timur Park 1 benar benar spektakuler karena banyak wahana adrenalin, sarana pembelajaran fisika & sejarah bahkan edukasi flora fauna pemandangan gunung  view bagus .banyak wahana lain yang menarik untuk di coba .rasakan sensasi luar biasa",5
kayo,capek karna jalan kali tapi seru .. yang bikin bete disana nggak ada air putih selain Aqua _-,4
noona moona,"Permainya seru² banyak kenangan yg ada di jatimpark 1.
Semiga tahun depan atau besuk waktu liburan bisa berkunjung kembali",5
Annissa Hidayah,"Tempat luas.
Cocok untuk wisata edukasi",4
G,"Sarana edukasi diimbangi sarana bermain
Saran datang dari pagi utk menikmaati semua wahana
Ada waterpark juga …",4
Latif 23,"Tempat sangat nyaman
Dengan tiket masuk 100 ribu di hari libur kita bisa menikmati wahana yang sangat beragam",4
Kurnia Sukma,"Wahana bermain yg cukup banyak,utk wahana air(kolam renangnya)luas & tempat parkir jg luas",5
Raida A. Aleidakanaya,"waktu kesana tiket masuknya 120k karna satu paket sama museum bagong, sedih sih karna bisa sampai semahal itu padahal cuma pingin ke jatimpark nya aja. ga boleh bawa minum/makanan apapun, ada kolam renangnya, toilet ada disetiap sudut, mushollanya gede, banyak wahana seru yang ga boleh dilewatkan!",4
m sintaweni,Ok...musti sarapan dl..paket 130rb..museum Bagong/ tubuh plus + Jatim Park 1..keren...tp saranku...Jatim Park 1 dl Jakarta..be terakhir museum bagong,5
Winda ambar sari,"Tempat rekreasi yg sangat nyaman dan menyenangkan, cocok buat liburan sama keluarga maupun pasangan.",5
Sam Ligar,"Siapkan uang saku yang banyak, cari hari yang pas, nikmati semua wahananya, makanan yang wenak enak ..joos",5
Citra Marmer Tulungagung,"bagus sekali, banyak zona permainan yang memacu adrenalin, sangat cocok untuk bersenang senang dengan keluarga maupun teman teman.",5
Aida Adinda,"Kerenlah pokoknya jtp group👍
Tempat rekreasi keluarga yg harga layak dan fasilitas keren ya cuma JTP yg bisa buat seperti itu😁 …",5
Muhammad Ad-Dailami,"Tempat terbaik buat liburan. Buat kalian yg suka vibes foto malam dan gk banyak kendaraan lalu lalang. Bisa banget kesini. Ada cafe juga
,",5
Aris,Wahananya semakin banyak dan sangat menarik. Cocok untuk para pecinta adventure wahana extreme. Banyak disediakan fasilitas cuci tangan disetiap sudut. Mari piknik safety dan tetap mematuhi prokes.,4
mirahaye,"Menyenangkan utk berlibur dgn keluarga. Edukatif dan fun. Banyak toilet dan bersih. Utk orang tua yg sudh sepuh, disarankan menggunakan kursi roda. Perjalannya jauh dr start ke finish.",5
Nay,"Soal harga super terjangkau, sesuai dengan fasilitas yg disediakan. Letaknya strategis karena ada di pinggir jalan raya besar. Banyak sekali spot foto dan wahananya. Kalo weekday, harga tiketnya dipotong 30%.  Kalo weekend, tiketnya harga …",4
salsabila putri,"seruuuuuu bgtttt, kmrin kesana hari jumat sepi polll jdi pas naik wahanaa ga perlu antrii pokok seru deh",5
Susmiati Manis,Beberapa kali berkunjung kesini tapi anak- anak tidak pernah bosan,5
Anisa Ae,Suka deh ke sini. Apalagi bisa jalan-jalan sama keluarga. Harga lumayan murah dengan banyak fasilitas. Sayangnya ibu hamil gak boleh naik apa-apa. Wkwkw,5
Ulum Khoirul92,"Taman rekreasi yang mempunyai banyak wahana permainan, kolam renang, edukasi, dan mempunyai ciri khas yang sangat terkenal yaitu hawa dingin... Hehehe
Sudah beberapakali kesini dan rasanya tak bosan...",5
Erawati Uswatun,"Seru, wahananya banyak banget, puaslah, tapi makanan nya kurang banyak macamnya. Dan kalau sore sudah mulai hujan, siap-siap bawa payung. Terimakasih banyak 🙏 …",5
MUHAMMAD FARID,"Wahananya lengkap, seru lah... Bisa bermain sambil belajar 👍 …",5
Siska Natalia Fenesia,sepertinya harus ada tambahan opsi tangga.. lift lama dengan pengunjung sebanyak ini.. bisa dibayangkan sendiri..,4
Mengisi Waktu,karena pandemi jadi tdk begitu ramai. wahana banyak yg tidak siap karena kekurangan yang berjaga. cukup rekomen untuk liburan keluarga,4
muhammad syukron,"Selain sebagai tempat berlibur, cocok juga sebagai sarana pembelajaran berbasis permainan #letsguide #localguide #jatimpark1",5
M. Nur Imamul Hafid,"Tempatnya seru, asyik, menyenangkan, cocok untuk liburan bersama keluarga.. Tersedia banyak toilet sehingga tidak perlu lama antri..",4
rizki rachmadan,Disini terdapat wahana lengkap dan cocok buat keluarga. Tapi banyak batas minimum tinggi yang mesti disesuaikan lagi,5
Rohmani Abdurrahman (Seger Waras),"Memberikan pengetahuan adat, sejarah dan kebudayaan tanah air. Juga wahana² yang menarik untuk di coba seperti Tornado, Himalaya Adventure, dan wahana² yang memacu spot jantung anda....",5
Tommy Indarto,Salah satu theme park terlengkap di kota wisata Batu. Sangat direkomendasikan menjadi tujuan utama untuk tempat rekreasi bersama keluarga. Banyak sekali wahana permainan yang bisa dinikmati bersama keluarga dan juga banyak spot disini yang …,5
Firman Ainur,"Tempat wisaata favorit kelurga
Mau edukasi? Mau renang? Mau coba wahana2 bermain? Bisa semuaaa
Wahana anak ada, wahana dewasa adaa",5
suri afrianti,gk cm tempat bermain tp jg edukasi....museum + tempat rekreasi...tiket masuk tergolong murah 👍😊 …,5
maulana nurilhuda,"Recommended buat tempat liburan.. pasti serruu.. lengkap mulai dari area edukasi, area ketangkasan, wahana permainan anak2 sampai dewasa.. pusat perbelanjaan dan kuliner jg ada..",5
AYA Afrilya,"Kedua kalinya kesini, banyak sekali wahana baru.
Area nya bersih, banyak toilet, dan area cuci tangan.
Wahana buat anak juga banyak...
Wajib dikunjungii👍👍👍 …",5
Dhafin Shalom,"Lumayan.. cuma pas d aquarium agak ggl fokus sama konsepnya knp ada beberapa closed bekas d dlm,fungsinya g jelas,malah ky jijik liatnya,soalnya kotor bgt",4
Ardia Pramesti R.C,"Semua wahana masih bisa beroperasi dengan baik, banyak yg jual makanan juga",5
Ririen Wisma,"Jatim Park 1 adalah rekreasi andalan Kota Batu yang sukses menggaet wisatawan. Wahana yang tersedia adalah : Science Coaster Park dan Museum Tubuh, rumah hantu dsb.",5
Deena,"Seru banget liburan di Jatim Park 1,mainan nya banyak untuk anak²,seharian puas bermain disana....",5
Anqi84 Tan,"Theme park yang banyak permainan tapi kelihatan sdh agak tua, msh butuh perawatan untuk menambah kenyamanan pengunjung",3
Mariya Ulfa,"Seru sih, tapi dengan HTM 125k dan pas kesana ujan jadi gak bisa nyobain semua wahana karena banyak yang tutup. Tempatnya luas banget jadi kalo kesini pake alas kaki yang nyaman yaa, kayak sepatu gitu biar gak lecet kakinya.",4
Joni Purwanto,"Trmpat rekreasi keluarga yg sangat banyak di gemari oleh semua kalangan, anak2 bisa berenang ataupun belajar edukasi yg ada di sepanjang jalan masuk jatimpark 1. untuk anak muda juga sangat banyak, ada kolam renang dari yg dangkal sampai …",4
Nindya Nabilah,"Wahana yang cocok bagi anak² hingga dewasa untuk pembelajaran dan berlibur. Mulai pelajaran di sekolah, swiming pool hingga permainan yg memicu adrenalin juga ada. Nice",5
agung purwo,"Jatim park satu ini adalah salah satu wahana wisata dari jatim park group yang paling awal yang berada di kota wisata batu,  wahana yg berada di jatim park 1 ini bisa dibilang sangat lengkap dan luas.  Terfokus pada permainan anak anak …",4
nonnaa,"Cocok buat liburan keluarga dan liburan sama temen, di Jatim Park 1 ada pasar yang lumayan lengkap dan murah murah",5
Nurhana Tri Utami,"Wahaha bermain di batu yang pasti disukain sama anak-anak.
Ke sini jam 8an pagi sampai jam 4 sore kayanya kurang puas. Wkwkwkw.
Arena belajar bagus dan interaktif banget. …",5
annisa zuhro aurellia,"Good place! Masih sama seperti dulu tidak banyak yang berubah. Wahananya seru dan makanannya yaa normal seperti di tempat wisata pada umumnya. Kalau hujan, wahana outdoor bakal mati dan tidak beroperasi. Kira kira dibuka lagi setelah 30-45 …",5
Meri Sofia,Sangat menyenangkan dan menghibur cocok untuk pilihan liburan bersama keluarga tercinta ❤️❤️❤️❤️,5
Luhur Danu Prayogo,Wahana permainan kurang banyak dan jajajan di dalam relatif mahal dan sedikit. Wahana2nya hanya sedikit yang menantang adrenalin... Dan banyak wahanan yg rusak sehingga membuat antrian menjadi lama.,3
Koko Aljabir,"Bagus, tempat cocok untuk anak karna ada museum Nusantara dll. Permainan orang dewasanya juga cukup menantang",4
wiwin harijani,"Banyak mainannya luas sayang kmrn hujan, mengandung unsur pendidikan, mushola bersih,makan sesuai harga standard.",5
sajar rijallullah,"salah satu destinasi wisata yang ada di kota batu-malang jawa timur
memiliki banyak wahana yang menarik dan cocok dinikmati bersama keluarga ataupun teman teman .",5
Ria Dwi Afriana,"Berpetualang mulai dari jam 10.30 pulang setengah 5 sore, puas dengan bisa mencoba hampir semua wahana. Sky swingernya terbagus dari wahana ditempat lain.
Worth it sii dengan harga tiket 100 ribuan seru banget.",5
Alnafa Dita,"Untuk sementara ini harga tiket masuknya sudah tertera di gambar yaa.. Cumaa sangat disayangkan sekali pas masuk kesana ga ke museum tubuh dlu, krna JP1 selain wahananya banyak, spot foto dan pembelajarannya jg banyaak.. Akhirnyaa kelamaan …",5
oktaviani rizki,Cocok untuk bawa anak2 liburan disini karena Lebih banyak tentang edukasi &pengetahuan 👍🏻 …,4
Indah Ed,Masih sama seperti taun-taun lalu. Masih bisa memberi kesan yang menyenangkan. Seru lah kalo kesini. Kemarin kesini karena pengen beli bakso dan jajanan lain di depan jatimparknya😁 …,5
Sahrul Siska Channel,"Enak, luas tiket murah, walaupun weekday tapi tetep rame nya minta ampun, tapi terbayarkan sama wahana yang ada apalagi roller coaster nya",5
Melly Lu vitasari,"seru, bagus, pelayanan ramah, toilet bersih..
pas kesana banyak wahana yang di perbaiki, ada sekitar 5 wahana..",5
M.Taufik Firzana,Wisata yang edukasi banget. Di awali dengan pembelajaran yang satu persatu di baca n pahami g cukup seharian dan di akhiri dengan wahana yg keren2 ... ibaratkan miniatur dari wahana yg ada di Jakarta biasa di sebut D. Bagus buat bawa keluarga. Dan dan disino juga masih ada Jatim Park 2 & 3 n saya lum kesana.,5
Putri Ramadhanis,"Salah satu tempat rekreasi terfavorit nihh gak pernah bosen kesini
Tiket masuknya hanya 91rb weekday sudah termasuk semua permainan dan tiket terusan ke museum angkut , …",5
Dandung S,"Mau rekreasi sambil belajar...  Ke sini saja..  Wahana edukasi mulai dari pra sejarah sampai tehnologi terkini ada.. Ditunjang wahana rekreasi,  permainan hingga kolam renang...  Maantaap deh pokoknya...",5
Mami Kenaya,Kereeeen banget banyak museum dll baguss rekomendeddddd 🥰🥰🥰🥰 …,5
Audi DismariFanda,"Tiket weekend sudah 120 include all wahana, termasuk museum tubuh. Seharian di sini ga kerasa. Banyak wahana seru seru!",5
Minthux Rista,"Bagus, banyak wahana x
Cma saran buat penjaga kolam anakx, tlng cara menegurx yg sopan 🙏 anak teman aq gk pake bju renang (pake babydoll) dsruh ganti bju tp dgn nada yg gk enk bikin ank teman aq mewek 🥴 …",4
Riski Primadona Aji,"Wisata Dunia Fantasi yg populer di Jawa Timur bahkan Indonesia, Banyak wahana bermain yg keren keren dan menguji adrenalin, Ada juga pertunjukan momogu show yg sangat unik, Kesannya semua positif, dan sangat cocok buat yg butuh refresh pikiran, Recommen banget,",5
Pranadhe Rosi Anwar,"Lokasi mudah ditemukan cz berada di depan jalan raya, tepate depan stadion brantas batu. Cocok liburan buat keluarga. Wahana permainan anak2 lumayan lengkap",4
Ipnu Fajar,"Wahana lengkap, museum lengkap, cuman sepertinya banyak bagian yg harus di perbarui dan dicat ulang biar tidak kelihatan kuno",5
Rilly Anggadita Inayatullah (BundaR),Bagus sekali untuk menambah wasan ilmu pengetahuan dan budaya . Selain tempat rekreasi. Ini juga nerupakan tempat belajar yang baik,5
Gatot Sunarto,"Rekreasi yg sudah tidak asing lagi bagi penduduk warga provinsi Jawa timur kota batu. Jawa timur Park 1,2 dan 3. Dengan beda2 konsep untuk menghibur setiap pengunjung yang datang ke wahana Jawa timur Park (Jatim Park).",4
Anie Setiawan,"Tempat yg lumayan menambah edukasi dan bermain anak.

Permainan nya lumayan memacu adrenalin 😁😁 …",5
fitri indriani,"Wahananya cukup menantang, posisi permainan ada di paling belakang. Banyak tempat spot foto yg bagus, cocok banget untuk anak anak untuk edukasi dan bermain.",4
Marga Wati,"Bagus,toilet banyak dan bersih,pusat oleh²nya murah murah,sesuai kantong",5
StarLord YT,Tempatnya berada di atas bukit. Hawanya dingin jadi sebaiknya membawa jaket atau hoodie. Bagus untuk berekreasi bersama keluarga atau kawan-kawan. Didalamnya terdapat tempat pembelajaran mengenai organ tubuh manusia/anatomi. Terdapat juga …,5
Mimi Chrisbel,Tempat bermain seru bisa untuk semua usia. Wahana yg tersedia tida hanya untuk anak-anak,5
