user,review,rating
Avin Nadhir,"Jatim Park 1 adalah salah satu destinasi yang selalu dikunjungi oleh peserta English camp dari Desa Inggris Singosari. Selain tempat wisata edukasi, disini juga cukup banyak permainan-permainan nya. Terdapat juga kolam renang. Dibagian …",4
Ulliyah Trisna Widayati,"Rame bgt. Wahananya banyak, rindang, asri juga. Banyak tempat buat dijadiin bahan belajar, jadi bisa rekreasi sambil belajar. Ada musholla deket sama tempat istirahat deket foodcourt juga enak. Toiletnya tersebar di banyak tempat dan di …",3
Heri Eko,Jika memang wahana permainan yg sangat diminati pengunjung ada perbaikan pada hari itu sebaiknya harga tiket jangan disamakan dengan harga ketika semua wahana bisa digunakan,3
aristrib gpht,-Pertama saya kagum tempat wisata ini lengkap banget bagi saya...dan pasti akan ke capek an jika telusuri semua...tpi sekrang mulai sepi karena sudah muncul jatim park 2 dan 3....mngkin masih ada yg kesini karena wahana permainan nya yg …,5
ifa mantap,"BESTTT memories, akhirnya bisa ngerasain hang out bareng my sis and my brooooooo😍😍😍 seharian di sana puaas bgt, jujur AGAK PEGEL kenapa gak ada tempat penitipan tas sssiiihhhhhh besoknya tipes aku bawa bawa tas segede gaban muterin jtp 1😭😭😭 faaak …",5
Made Ria,"Banyak wahana yang dalam perbaikan
Agak kecewa sih karena bayar kesini untuk anak main.. rugi kayaknya udah bayar mahal tiket bertiga 345.000 😂😂 tapi banyak wahana yg sedang diperbaiki …",3
Devie rosana,"Aaaaahhh pengen lagi kesiniii... Belom nyobain semua wahana nya..
Beli tiket ditraveloka murah bingo..
100rb udh bisa naek hampir semua wahana. …",5
Silvi Rochmawati,"Tempat wisata ter the best sih ini. Banyak wahana yang seru-seru. Selain wahana permainan, kita juga bisa belajar tentang sejarah, pengetahuan, dll disini. Harga makanan & minuman terjangkau. Tempatnya nyaman dan bersih. Recommended banget buat yang mau liburan bareng temen atau keluarga karena cocok kalau rame-rame.",5
Ganis Fathoni,"Keterangan tutup jam 16.30. Jam 16.00 kurang karyawan udh pd siap2 pulang, sudah ga bisa naik wahana",3
Wasik Amalia,Murahhh termasuk timbang jp 3 dan 2  sdh all in utk wisata para bocil2. Sayang kalau high pick season ramehh pwol kek dawet. Klo bukan dan pas sepi asli enK.,5
Bagas Wayaz,Masih menjadi favorit hingga saat ini karena makin banyaknya wahana permainannya,5
Zar Nizar,Tempat wisata bermain dan belajar cocok untuk anak² dan dewasa. Banyak wahana wahana juga.,5
Nevia Co,Semua yang Anda dan keluarga butuhkan untuk hiburan ada ditempat ini.  Selamat liburan 😃😃. Ada museum tubuh The Bagong Adventure untuk wisata edukasi bagi keluarga Anda. Ada berbagai wahana yang super seru yang pastinya bikin kita betah dan  ingin coba lagi. …,4
Viko Satria Pratama,"Tempat Edukasi dan Rekreasi yang nyaman, bersih, parkiran luas. Namun kekurangannya jika hujan, kurangnya tempat untuk berteduh, jadi bagi yang ingin berkunjung ke sini harus bawa payung untuk berjaga jaga agar tidak kehujanan. Toilet banyak dimana-mana. Wawasan luas. Seru. Dan ada banyak game dan pengetahuan.",5
Ade Denis,"Bagus (seperti biasanya), beberapa kali berkunjung tetap bagus, wahana terawat, cocok untuk keluarga baru yang punya anak baru masuk PG-TK untuk edukasi, food court enak dan banyak macamnya, inshaAllah kalau ke Batu saya kunjungi lagi",5
ime Hdd,"Salah satu destinasi wisata untuk anak-anak tempat luas dan banyak wahana permainan, pelayanan ramah dan akses ke lokasi wisata mudah dijangkau.harga tiket standar, tempat bersih dan nyaman. Sukses selalu ☺️",4
Ananda Ratu Agustina,"Great experience!
Kesini pas weekend dan cuma punya waktu sekitar 3 jam karna harus pulang lagi ke jogja. …",5
Rendra Wahyudhi,"Terakhir kesini, 6 tahun yang lalu. Semakin banyak wahana permainan. Mau coba semua permainan, waktu tidak cukup. Lumayan capek jalan keliling. Mantap",5
Isti Mei Handayani,"Cocok buat anak anak, tapi saya himbau bagi anda ibu ibu muda yg momong anak anak disini siapkan kekuatan penuh karena dijamin gemporrr..jangan lupa pake topi karena panas banget yaa, ga boleh bawa Snack n makanan tapi didalam ada food court jadi perut masih aman lahh",5
Harun ARrosyid,Cocok buat rekreasi keluarga. Cuman perlu dihimbau lebih dahulu buat masalah pemandian kolam renangnya.,4
Wanda Lidia,"wahana banyak yg tidak beroprasi, udah bayar mahal malah banyak yg tidak bisa digunakan, staf juga beberapa yg tidak ramah.",1
Pend 1996 (Pend/CiiL),"Mantab..
Biaya mulai dari 120 - 160 VIP, bisa pilih yg bnyak permainan atau cuma edukasi.. bisa juga semua wahana.. sebagian beli kalau mau yg lebih.. …",5
LARIS JAYA REKLAME,"nah ini tempat wahana bermain anak,, tinggi minimal 85cm, 120cm, 150cm jamin bisa main semuanya",5
Muhammad Natsir,"Udah lama nggak kesini, terakhir kesini waktu sd sekitar tahun 2004 atau 2005. Banyak wahana baru, yang masih tetap yaitu kolam renangnya dan ketika mau keluar kita akan diarahkan lewat lorong atau jalan dimana di sepanjang jalan atau …",5
Sri Kuncoro Suharno Putro,"Di sini bisa belajar banyak hal untuk mengetahui anatomi tubuh manusia dan cara merawatnya. Fasilitasnya lengkap dengan kafe, tempat ibadah, rest area, dan tempat parkir yang luas. Tepat digunakan sebagai tempat belajar yang dapat mendukung …",4
Luthfan Almanfaluthi,"Satu kata, ini lebih baik daripada dufan ancol. Karena konsepnya tertata rapih, sehingga semua wahana bisa dinikmati. Mulai ada museum, wahana dan pusat oleh-oleh. Untuk anak diatas 85cm sudah kena tiket full, tapi memang wahana juga bisa …",5
Anisa Primasari,22/6/2022 Dari terakhir kali aku kesini saat 8tahun lalu uda bny bnged perubahan..makin lumayan bagus skrng..ada museum tubuh yg dl ngga ada..buat edukasi jtp 1 memang bagus bnged bisa nambah ilmu...ada cadaver jg khusus usia 18keatas..jd …,5
Taufan Eka Putra Thamin,"Oke, taman bermain pertama di kota Batu, berbagai pilihan wahana ada disini, JTP1 merupan tempat yang pas untuk liburan keluarga, wisata sekolah, berkunjung bersama teman-teman. …",5
Jenia Jenia,"Jatim Park 1 merupakan tempat wisata yang sangat populer di Kota batu, karena jika di lihat dari segi tempat memang sangat sempurna, karena tempat beradanya jatim park ini sangat begitu strategis dengan view pegunungan yang sangat indah, …",5
vyraa zahra,"kalau di jtp 1 cocoknya untuk anak muda muda karena banyak wahana yang mengacu adrenalin, sekaligus bisa sedikit sedikit belajar budaya dan juga refreshing",5
Galih Adika,"Jatim park 1 berada di Batu, malang. Harga tiket terusan 160k weekend (jatim park 1 + musium Angkut). Tempatnya sangat luas dan banyak wahana bermain disana. Ketika awal masuk kita akan disuguhkan dengan berbagai macam keanekaragaman suku …",5
Mira Yulia,Tempat rekreasi legendaris .. terlengkap.. terbaik.. semua wahana seru.. cocok untuk anak sekolah.. tempat makannya banyak murah murah.. dan juga oleh oleh yg super lengkap dan ekonomis,5
Mumtaz Fuadi,"Wahana banyak pilihannya, walaupun ada yang perlu bayar lagi. Tidak boleh bawa makanan & minuman dari luar, di dalam sudah ada fasilitas lengkap, seperti toilet, food court, musholla, dll.",5
Rizki Ilham,"Wahana edukasi dan rekreasi yang sangat cocok untuk segala usia dari anak - anak sampai dewasa, pertama masuk akan disuguhkan galeri etnik nusantara dimana terdapat model, dioarama dan peraga tentang Indonesia, kemudian setelah itu …",4
Hayu Faiz Naufal Asyrof,"Sudah banyak berubah dari terkahir kali ke Jatim Park 1 tahun 2016. Tempat indoor menjadi lebih rapi, menarik, dan instagramable. Di tempat wahana juga ada yang berubah dan baru. Sangat menyenangkan dari terakhir kali ke sini.",5
Rattna Ratz,"Seru banget bisa jalan2 disini. Cukup bisa buat pusing naik wahananya. Wwkwk.
Kebetulan kesini 1 rombongan, dan tiketnya terusan sama museum angkut. Jadinya 140k weekdays.",5
Sholihin Spd,"Salah satu tempat wisata yang sangat bagus, cocok untuk liburan dengan udara yang sejuk di kota Batu Malang",4
andira putri,"Kesini untuk ke Museum Tubuh.
Sangat direkomendasikan buat liburan bareng anak-anak. Sangat edukatif. …",5
arif Rahmatullah,"Tempat wisata yang mantul banget.
Disini banyak bgt wahana bermainnya , disini jga ada bioskop 3d yg kelihatan seperti nyata , tpi durasinya yg terlalu pendek . …",5
Rara Rahma,"Luas banget, aku kesini masuk dari jam 10 pagi keluarnya bisa smpe jam 6. Ada wahana permainan juga. Overall bagus sih aku paling suka kesini, tempatnya bnyak edukasi nya",5
Kadek Alamsta,Pertama kali berkunjung ke Kota Batu. Sekalian main ke wahana Disneyland nya Jawa timur. …,5
Yoga Andika Pratama,"Seruu banget sih liburan bareng temen""
Yukkk buruan ajakin temen atau keluargaa kalian buat liburan kesini😀 …",5
Ahmad Farid (UfukOne),"Paket Lengkap Liburan. Dari Museum, Iptek, Wahana-wahana atraksi, Kolam Renang, dan Oleh oleh. …",5
Ika Shaliha Oktavia,"Tempat wisata yang cocok untuk liburan keluarga, pelayanan ramah, wahananya bersih dan terawat. …",5
Qurrotu A'yun,"Dtg pagi jam 8,8.30 buka, beli tiket online terusan dgn museums angkut, masuk ikutin jalan... Byk diaroma rmh adat dan sebagainya, museum science, luas... Bgt harus siapin tenaga ini, permainannya antri2 tapi lumayanlah, ada kolam renang …",5
Nendi Suhendi,"Jawa timur park wah paket komplit isinya, didepan disambut dengan aneka ragam kebudayaan, rumah adat dan perkawinan adat, ada koleksi uang indonesia, ada binatang, ada wahana permaianan, ada rumah hantu, dan makanan di sini meski tempat …",5
Dewi Happiness,Wahana permaianan yang cukup lengkap meliputi science and coaster park. Food courtnya juga cukup banyak dibeberapa titik dan tersedia sppt oleh-oleh khas Batu,5
Santi Liu,"Beli tiket di Traveloka lbh hemat.. waktu dtg tidak terllau ramai, sebelum ktmpt main jalan melewati rm adat, dan museum aneka Indonesia bagus untuk edukasi",4
Laurensius Faleddo,Tempat wisata dengan berbagai wahana bermain dan ilmu pengetahuan. Seharian di sini terasa belum cukup untuk mencoba semua wahana yang ada. Beberapa titik di wahana sains ada yang rusak seperti tesla coil.,5
Fajrin,"Best place to vacation, tapi ga worth it sih datang ketika banyak permainan lagi maintenance dengan harga tiket yang sama. Tapi fnb di dalam jtp sangatt murah untuk tempat wisata, keren!",3
Sofyan Adi,"tempat wisata cocok banget bareng teman atau keluarga, bisa buat belajar dan bermain, wahana lumayan banyak.",5
nesti mindh r,"Udah gak perlu ragu kalau main di Jatim Park grup. Tempatnya nyaman, staf ramah2, dan bersih tertata rapi. Toilet juga banyak.",5
wahyu Ika yunitasari,"Tempatnya sangat mengedukasi dan wahana permainan lumayan seru. Saat keluar tempat wisata jg langsung disambut oleh pusat oleh"". Hanya saja, Saran saya agar menambah wahana yg dapat dinikmati anak"" usia 3-7thn 👍 …",4
Wakit Setyobudi08,Tempat wisata di daerah Jawa timur. Jatim Park 1. Dengan berbagai wahana wisata edukasi dan bermain. Banyak permainan. Banyak miniatur rumah tradisional Indonesia. Tersedia banyak toilet gratis. Tempat parkir roda 2 dan 4 luas. Harga tiket …,4
Agusrina Dwi Pratiwi,"Dateng pagi, biar bisa nikmatin wahananya. Tapi beberapa wahana yang extreme malah lagi diperbaiki, terus aku ada naik salah satu wahana berhenti di rel akhirnya turun jalan ke keluar. Belum lagi penjaga kamar mandi perempuan judes polll.",1
Mas Iponk,"Kalo kalian hanya ingin wahana dan edukasi sekolah disinilah tempatnya,banyak pelajaran di SD yg hanya teori namun disinilah kalian langsung praktek... Super sekali …",4
Kurnia Sukma,"Wahana bermain yg cukup banyak,utk wahana air(kolam renangnya)luas & tempat parkir jg luas",5
Dini Andriani,"Mulai dari pengenalan suku yang ada di Indonesia, belajar tentang ilmu fisika, mengenang sejarah bangsa, sampai main wahana sepuasnya di Jatim Park 1. Tempat wisata yang punya paket lengkap, kalian harus coba.",5
Yusuf Rizkyan fadhil 3G,"Ketika saya berkunjung ke sini banyak sekali ilmu yang bisa kita ambil dari sini, suasana nya asik, wahana di sini juga seru, saya bersenang senang bersama teman saya dengan menaiki wahana yang memicu adrenalin",5
Ary,"Banyak wahana disini, ada Galeri Etnik Nusantara, Galeri Pembelajaran dan Science Center [Kimia, Fisika, Biologi, Matematika], Taman Sejarah, Taman Prasejarah, Taman Mitologi, Keraton Nusantara, Ulat Coaster, Mini Swinger, Rest Area, Sky …",4
ACH JUNAIDI,"Berkunjunglah pada hari kerja, serasa milik sendiri karena sepi tanpa antri dn terhindar dari kerumunana",5
Satria Huawei,Keren. Disini ada banyak wahana permainan. Tempatnya luas. Ada juga suguhan berbagai miniatur rumah adat masing masing daerah provinsi di Indonesia. Kita dapat berfoto foto di depannya. Semuanya mirip seperti aslinya. Yang masih penasaran dengan rumah terbalik tersedia disini.,5
Endang Susilowati,"Destinasi wisata di Batu Malang, tiket hanya 120 ribu tapi puaaaaassss.. wahananya lengkap..ada musium tubuh, ada wahsna IPA, Matematika, Sejarah, dll..juga ada sea world, ada water park, ada arena mainan yg banyak sekali...penjual makanan banyak dan murah murah...yg paling kusuka sempol dan es dawet wow...sedaap.",5
Nadeo Mayendra,"Tempat rekreasi keluarga, terdapat wahana mulai dari yang untuk anak² maupun sampai wahana yang menantang, selain wahana ada juga tempat edukasinya seperti    pakaian adat daerah, sejarah perang,dll. Ada kolam renangnya juga, dan ada tokoh oleh²nya dipintu keluar wahana.",4
Angga Soraya,"Lebih banyak wahana permainan
Cocok untuk dewasa dan anak2
Parkiran luas, kalau parkir kejauhan ada ojek motor yang mengantar sampai loket …",5
Muhammad In'amul Aufa,"Salah satu tempat liburan yang berada di kawasan batu malang. Menyediakan wahana yang lumayan lengkap mulai dari kolam renang, ada 5 jenis coaster, rumah hantu, selain itu juga ada wahana edukasi ada organ tubuh manusia, sejarah, sains, dan …",5
Bagus Prasetiyo,"Tiket 110rb pas weekend.. cukup worth it karena bisa free bermain di dalam. Tidak ada pemeriksaan tas jadi bisa bawa makanan dari luar. Makanan dan minuman di dalam cukup murah juga. Wahana yg lengkap, ada edukasi jg. Jadi anak bisa bermain …",5
Sam Ligar,"Siapkan uang saku yang banyak, cari hari yang pas, nikmati semua wahananya, makanan yang wenak enak ..joos",5
Nur Indah,"Tempat wisata yg lengkap ada wahana bermain, kolam renang, musium tubuh dan wisata edukasi yg menambah wawasan dan pengetahuan bagi pengunjung. Lokasi sangat strategis dan mudah diakses oleh kendaraan bermotor maupun bis pariwisata. …",5
Putri Sukmadewi,"Taman bermain yang seru dan sangat menyenangkan untuk mencoba wahana-wahananya. Cocok untuk seru-seruan dengan teman-teman sebaya. Overall wahana-wahananya baik dan terawat dengan baik, namun ada beberapa yang dibiarkan kosong dan tidak terawat.",5
nurhaida manullang,"Menyenangkan ,the best ,puas jalan jalan ke Batu Malang ,kalau ada waktu mau kesini lagi,kotanya dingin .
Saya berangkat tdk pakai travel tapi Backpaker dan seb.berangkat sy pelajari …",5
fatma trisafira,"Panasss bangett, tapi seru. Kalau anak anak worth it banget sii,kalau udah remaaja mainanyang di cobaa dikit, tapi seru kok. Mines pegel jalannn ajaa, kaya labirin",5
Yuyun Etari,"Seru banget, banyak wahana yang sayang kalau dilewatkan. Uji adrenalin mulai dari diputar-putar dari ketinggian, dijatuhin, masuk ke rumah hantu. Banyak jenis coaster yang harus dicoba. Pemandangannya super buagus banget apa lagi pas …",5
Akar Febri,"Banyak sekali wahana permainanya, ada wisata edukasi juga 👍, banyak tempat makan, tiket sudah termasuk waterpark juga …",5
Owen Lie,Biasa. Untung remaja dari kota metropolitan menurut saya tempat ini biasa saja.,3
Sutrisno Ayah,"Mau ke wahana permainan harus muter2 sampai gempor. Anak2 capek berjalan muter2 karena harus mengikuti jalur yang dibuat. Anak kecil sampai di wahana sdh kecapean. Not recommended kalau dengan anak kecil. Maaf, cukup sekali saja.",2
Indah Permatasari,"Bisalah ini buat org tua dan anak anak.
Wahananya banyak, tp buat yg udah dewasa menuju sepuh, jangan deh. Kasih yang mudamudi aja agar adrenalinnya makin terpacu. Yg udh berumur foto² aja cukupan.",5
Chelsi Rauyan,"saya sangatt senang di sini bersama teman saya dan pacar saya yang paling ganteng, cukup rekomen untuk double date☺️💘 …",5
Puri Erisa,"Banyak wahana yang under maintenance
Maximal naik wahana hanya 2x padahal itu weekday dan pengunjung pun gak terlalu banyak …",3
Talki Abidin,"Sudah 2 kali kesini, tapi masih juga belum mencoba semua wahana. Masih penasaran, sama sky ride (kemarin 13 Juli, masih dalam perbaikan). Terus anakku pengen nyoba volcano coaster. Tapi kemarin antrinya puanjang buanged. Padahal kalau mau …",4
Lufi Ocktami (Ummi Adzsafair),"Tempat area bermain sekeluarga, tempatnya luas banget ga bisa 1hari kalo mau mengunjungi semuanya, ada beberapa area yg ga stroller friendly jadi harus gotong stroller, wahana permainannya banyak, ga cuma buat anak ada juga untuk dewasanya, …",5
titik suryanti,"Tempatnya nyaman,sejuk dan banyak wahana untuk anak2, toilet juga ada dimana jadi untuk yang bawa anak kecil, para orang tua tidak perlu kerepotan saat anaknya sedang ingin ke toilet. Kita juga dimanjakan dengam spot foto yang …",5
Nailil Farikhah,"Adalah sebuah tempat untuk edukasi, rekreasi, adu nyali dll yang keren, yang merupakan kebanggaan masyarakat Jawa Timur. Selalu senang datang kembali bersama-sama dengan murid-murid untuk melaksanakan rekreasi akhir tahun. Jatim Park 1 adalah kebanggaan kami semua.",5
ainun irawan,"Wisata sambil edukasi 😊
Ada macam"" rumah adat d indonesia, berbagai wahana permainan, jenis"" ikan, edukasi sains, dll pokoknya lengkap kalo menurut saya. …",5
Erma Latifah,Masih lumayan buat anak2 wisata...edukasi dan pengetahuan berbasic sejarah...makanan relatip murah..ok buat keluarga  piknik tipis2...,4
Retty Danar S,"Wisata yang cocok untuk keluarga karena banyak permainan dan edukasi untuk anak anak. Disini terdapat banyak sekali permainan mulai dari rollcoaster, boom2car, dan lain lain. Jalanan menuju tempat ini sangat mudah. Jika kalian naik kereta …",5
Anindya Firda Puspita,"Tempat ini cocok untuk liburan keluarga, liburan sekolah, dan lain sebagainya.
Tempat ini merupakan taman wisata yang banyak didatangi oleh pengunjung dari berbagai daerah. Selain terdapat wahana permainan, di taman wisata ini juga terdapat tempat belajar yang sangat unik dan tidak membosankan.",5
Threegunz,"Berkunjung kesini pas lebaran 2024. Sayang setelah dhuhur hujan, jd gk bisa menikmati seluruh wahana permainan yg ada...",5
Santy Pelangi,"Sangat menyenangkan main di jtp 1
Anak ku suka banget dengan semua yg ada didalamnya
Permainannya juga ok... …",5
Shafa Alya Ramadhanti,"SERU BANGETTTT. banyak wahananya, antrinya juga ga terlalu lama, jadi bisa cobain semua. harus dateng pagi!!!",5
Irma Sari,"Maen disini seharian juga ga berasa. Wisata edukasinya dapet, Permainannya banyak. Puas lah harga segitu. Kebetulan kesitu wktu ada perfome dance juga. Asik lah.",5
Aulia Dewi,"Salah satu pelopor tempat wisata di Jawa Timur, sudah menikmati sedari dulu hingga sekarang. Wahananya terus bertambah dengan tidak mengabaikan keselamatan dan keamanan pengunjung. Cocok untuk tempat berlibur dan melepas stres bersama teman …",4
ulfa aina,"tempat wisatanya bagus, games yang seru, tapi pelayanannya kurang ramah banyak penjaga wahana yang kurang ramah sama pengunjung, kesannya bukan mengingatkan tapi lebih ke memarahi, sumpah ini first time ke situ tapi kek nya aku ga bakal kesitu lagi",1
Alya nur habibah,Senang sekaliii bisa belajar sambil bermain masuk hari biasa cuma 85k bisa main sepuasnyaa Alhamdulillah lihat animasi 3d juga sudah termasuk tikett,5
Rumyati Only,Tempat ini sangat bagus untuk kita rekreasi dengan keluarga dikarenakan dengan permainan permainan yang membuat hati anda terutama anak anda menjadi lebih tertarik untuk bermain selain itu tempat ini juga dihiasi oleh pembelajaran …,5
Rofiq A,Tempat edukasi dan rekreasi yang sangat menyenangkan. Tempatnya bagus di kota batu dan selalu ada wahana wahana baru sehingga tidak ada bosennya main ke tempat ini. Wahana yang lengkap dan banyak kalian bisa menghabiskan waktu seharian di tempat wisata ini.,5
Ani Setiawati,"Banyak wahana edukasi, banyak wahana permainan , banyak tempat makan , kamar mandi musola juga banyak , cuma 2022 awal saya kesana udah merasa kalo wahananya kotor dan ngga terawat , banyak debu"" dan lapuk …",4
Krida Lestari,"Jatim Park 1 lebih ke wahana bermain, science, juga adat istiadat.
Seru banget tempatnya.
Karena sudah lama, ada beberapa patung/pajangan yg rusak, cat ngelupas, besi …",5
M.RIZKI.P,"Tempatnya asik lalu aku sudah pernah kesitu 2 kali dan gua ga bosan.
Tempat ini recommended buat di datangin deh",5
Nindya Nabilah,"Wahana yang cocok bagi anak² hingga dewasa untuk pembelajaran dan berlibur. Mulai pelajaran di sekolah, swiming pool hingga permainan yg memicu adrenalin juga ada. Nice",5
Ngetril_Selalu 1881,"Tidak bakalan kecewa jauh² kesini....👍👍👍
Wahana banyak jadi puasss (kalo ga hujan auto dlongop😬😬)edukasi bagus buat anak²..👌👌 …",5
Irma Novianto,"Suka sekali bermain disini.. selain bermain, banyak juga ilmu pengetahuan yang bisa kita dapat. Tempat nya sangat bersih dan udara nya sejuk, jadi pengunjung bisa menikmati berbagai wahana permainan tanpa khawatir kepanasan. …",5
Purbowo Nur Imanto,"Wahana nya seru, bikin mabok/pusing wkwk
Tapi tetep happy
Kalau capek naik wahana bisa nnton theater/bioskop bisa sambil tidur hahaha",5
Moh syafiul anam,"Tempat yg ccok utk rekreasi kluarga maupun edukasi..Wahana lengkap.bnyak permainan² utk dewasa ataupun anak2..
Yg mnguji adrenalin jg ada..
Harga tiket sdh sesuai dg yg didapatkan😊 …",5
Affan Zahman,"Tempatnya luas &bnyak peninggalan sejarah di dalamnya banyak jugak wahana""yg serba geratisss. Terkecuali yg berhadiah boneka",5
Riki Ns,"tempatnya enak sejuk dan nyaman cocok untuk keluarga berekreasi sambil menambah pengetahuan, akan tetapi saat saya datang kesan ada beberapa wahana yang sedang di perbaiki sehingga gak bisa saya rasakan padahal saya sudah beli tiket dan …",4
Dya Ular,"Banyak wahana ekstrim dan wahana edukasi disini, sangat menyenangkan dan cocok untuk hiburan keluarga. Tiket pun terjangkau. Ada pemeriksaan gratis di museum tubuh meliputi periksa mata, kadar lemak dan darah. Ada juga beberapa ikan dari banyak tempat dan hewan",5
hariyanto. 1412,Tempat wisata yang bagus. Selain tempat wisata jg ada wisata edukasi dam permainan anak anak hingga dewasa. Fasilitas cukup baik apalagi toilet yang tersebar di setiap wahana.,5
mayang adelia puspita,"Jatim park 1 merupakan salah satu theme park di kota Batu yang menyediakan banyak wahana permainan, entry fee 130rb",4
Febri Aris,"Jatim Park 1 merupakan salah satu icon dari kota batu dan Jawa timur yg menghadirkan tempat liburan namun bukan hanya liburan ada juga edukasi yang dapat diambil disana,so buruan liburan ke Jatim Park,dijamin terhibur. …",5
Sharina,"Tempat main yg selalu dikunjungi kalau lagi ke malang, permainannya seru2, dan fasilitasnya juga oke dan saran saya untuk museum tubuh agar petugas kesehatan agar ditambahkan lagi, karena pada saat saya kesana cuma ada 1 orang saja yg berjaga cek darah dan cek mata, sementara pengunjung yg datang lumayan banyak",5
Fikri Nyzar,"bagus dan terawat dengan baik tempatnya, dari awal buka sampai sekarang (19/11/2017) …",4
Mas Wildan,"Taman Rekreasi yang bukan hanya sebagai rekreasi saja, tapi sebagai edukasi, Seperti masuk ke dalam tubuh manusia dan dijelaskan bebagai organ organ tubuh, Kumpulan Sains yang menakjubkan, seperti tesla, tsunami, dll. …",5
Nurul LIND,Jawa Timur dikenal memiliki banyak tempat wisata menakjubkan yang bisa dikunjungi pada saat akhir pekan apalagi liburan. Salah satunya Jatim Park 1 Batu Malang. Tempat rekreasi keluarga yang menawarkan berbagai wahana hiburan dan permainan …,5
Ika Aja,"Gak kursi roda friendly disini, kalau bawa stoller repot banget, karena banyak tempat yang akses nya cuma tangga aja,tapi banyak permainan nya, menantang semua, oke lah kalau niat nya memang main, dibandingkan dengan jatim park yang …",3
Melfisa,"Makin oke, tapi sayangnya kalo weekday banyak wahana yang off 🙁
Pendoponya lumayan gede bisa untuk istirahat tiduran sambil menikmati angin sepoi, didekat pendopo ada klinik, mushola dan kamar mandi pula 😍 …",4
Indra Budi Prasetya,"Salah satu theme park terbaik di Jawa Timur yang lengkap akan kepentingan edukasi, wahana bermain, kolam renang, hingga wisata belanja",5
Rachman Hasan Wijaya (Acanjaya),"Menemani si bocil mencoba naik beberapa wahana yg memacu adrenalin, hasilnya pas main jantung rasanya mau copot, mungkin dah tua kali yaa... 🤣🤣🤣 #Tp tetep asyik aja siii... 😁👍 …",5
T W,Salah satu tempat wisata dimalang yg bagus. Tempatnya cocok untuk berwisat barang keluarga..wahananya bgaus bagus . Tempat parkirnya luas. Cocok untuk semua kalangan . Wisatawan lokal maupun wisatawan asing. Tiketnya lumayan mahal sih. Tapi …,4
Mochammad Tajuddin,Tiap tahun kesini dan secara improvement kayanya gabanyak progress cuma buat kids playground and water park lumayanlah..,5
Elda Ayu Permatasari,Tempat rekreasi yg cocok bersama keluarga teman dan kerabat kerja . Banyak wahana yang keren dan menguji adrenalin . Suka banget deh mantap pokoknya jatim park 1,5
MOHAMMAD SODIQ,Petualangan di Jatim Park dimulai dengan pengenalan rumah adat beberapa daerah di Indonesia. ya mirip taman mini lah. lumayan bagus buat foto. Masuk lagi ada bagian mirip museum Iptek di taman mini. Anak2 sih pasti suka. Masuk ke dalam lagi …,5
Rofiatul Wahidah,Sangat menyenangkan hiburan disini dan pelayanannya sangat bagus sekali tidak rugi kesini membawa keluarga😍 next akan kesini lagi …,5
Tabita Tenleica,"Lokasi luas dan strategis sangat diminati untuk wisata keluarga sangat nyaman dan ramah untuk anak anak, terdapat banyak wahana yang menarik bagi anak anak dan orang dewasa.. dan banyak sekali spot foto yang bisa di coba di tempat ini.........",5
Darno Lamiran,"Jawa Timur Park 1, Batu satu tiket untuk semua ternyata gak bisa kesampaian juga Taman permainan dan edukasi yang rekomendasi",4
Danang Kawantoro,Sampai sudah 4 kali ke situ. Mulai dari jaman tiket masih 35.000 sampai kini jadi 100.000 …,4
Ban Dra,"Kangen dengan jatim Park 1 terakhir kesana pas SD, sekarang sudah SMP, semoga bisa kesana lagi aminn",5
Stuergeon -,"1 saja dari saya kalo ada wahana yang muter-muter dan kamu lemah/mabokkan/napas pendek, baiknya duduk aja ketawain orang wkwk. cukup saya saja yang lemas. …",4
Rista Ch,"Dapet tiket terusan ke Museum Tubuh 😅 jd 120 krn promo th baru padahal mau nya cm 75 rb aja, terpaksa beli krn terlanjur dtg..
Parkiran nya lumayan susah krn hr libur kemaren Kamis setelah Natal.. …",4
Yeen,"seruu banyak wahananya, ada kolam renang juga didalemnya. beberapa wahana ada yang bayar lagii, luas bgt",5
Irma Mardiyana,"Wisata edukasi yang tepat di Jatim sih. Ada wahana permainan roller coaster, ruang untuk edukasi organ-organ tubuh, kumpulan berbagai macam ikan, dan binatang laut, teater Rama Shinta dll",5
Doni Irawan,"Recomended untuk anak muda yang ingin melatih adrenalinnya, kolam renang bagus dan bersih,  ada wahana yang buat anak kecil juga, yang paling menarik sih ada tempat edukasinya seperti budaya2 indonesia, hukum2 fisika,  dan sejarah indonesia. Sayang masih ada wahana yang diluar tiket terusan(harus bayar lagi).",4
Imam Choiri,"Harga tiket 120rb/org. Tempat rekreasi yh mnyajikan bnyak spot foto yg mnarik, mulai dr view gunung panderman, wahana brmain anak2, wahana brmain ekstrim dewasa, ruang pngetahuan spt sejarah, science, museum tubuh, dn yg tak kalah penting …",5
Fadlilah F. Rakhmawati (Fivy),"Sengaja dateng weekday biar bisa naik semua wahana tanpa ngantri, ternyata weekdaypun rame poool, tp ttep bisa nikmatin karena ga crowded kaya kalo weekend. Ngantri juga ga lama. …",4
Justbenggg _,"Puas banget main kesini. Pelayanan ramah, wahananya banyak jugaa. Jam 3 sore ada pertunjukan live show jugaaa",5
