"annotation_id","annotator","created_at","id","lead_time","rating","review","sentiment","updated_at","user"
185,"1","2025-11-08T05:37:15.193007Z",184,414.8,5,"Seru habis, permainannya lengkaap, ada go cart nya juga. Sehari gak puas main ke JP1, butuh 2hari untuk memuaskan diri di JP1. Hanya saja jangan berkunjung dimusim-musim hujan, tambah gak puas karena jika hujan wahana permainan outdoor akan ditutup hingga hujan berhenti sedangkan JP1 tutup jam 5.","Positive","2025-11-08T05:37:15.193007Z","liaan zmp"
186,"1","2025-11-08T05:37:26.763137Z",185,11.063,5,"Tempat wisata dengan berbagai wahana bermain dan ilmu pengetahuan. Seharian di sini terasa belum cukup untuk mencoba semua wahana yang ada. Beberapa titik di wahana sains ada yang rusak seperti tesla coil.","Positive","2025-11-08T05:37:26.763137Z","Laurensius Faleddo"
187,"1","2025-11-08T05:37:30.251897Z",186,3.012,4,"Cocok untuk bawa anak2 liburan disini karena Lebih banyak tentang edukasi &pengetahuan 👍🏻 …","Positive","2025-11-08T05:37:30.251897Z","oktaviani rizki"
188,"1","2025-11-08T05:37:35.605354Z",187,4.847,5,"Obyek wisata dengan wahana permainan dan pendidikan yang lengkap, kreatif sangat cocok untuk liburan anak-anak/keluarga banyak lokasinya tempatnya luas, sambil berwisata sambil belajar, tidak membosankan ramai dikunjungi wisatawan","Positive","2025-11-08T05:37:35.605354Z","Agoes Boedi Santosa"
189,"1","2025-11-08T05:37:40.769502Z",188,4.745,4,"Banyak wahana disini, ada Galeri Etnik Nusantara, Galeri Pembelajaran dan Science Center [Kimia, Fisika, Biologi, Matematika], Taman Sejarah, Taman Prasejarah, Taman Mitologi, Keraton Nusantara, Ulat Coaster, Mini Swinger, Rest Area, Sky …","Positive","2025-11-08T05:37:40.769502Z","Ary"
190,"1","2025-11-08T05:37:52.511195Z",189,11.214,3,"Tiket bundling dengan Bagong museum tubuh. Capek harus muter-muter museum,lalu keluar dari museum tidak ada jalan pintas menuju arena bermain. Satu jam jalan, kaki sudah pegel, untung anak-anak tetap hepi. Tapi kayanya cukup sekali ini aja berkunjung kesini hehe","Negative","2025-11-08T05:37:52.511195Z","Dita Sarimurti Putri"
191,"1","2025-11-08T05:38:02.192373Z",190,9.059,3,"Tempat rekreasi dan edukasi, semua permainan nya seru, yg bikin ga enak itu konsep foodcourt nya ribet banget mau bayar nya harus oper kesana sini","Neutral","2025-11-08T05:38:02.192373Z","melisa lisa"
192,"1","2025-11-08T05:38:07.872700Z",191,5.238,5,"Juaranya jatim untuk menaiki wahana"". Suka banget disini. Beberapa ada wahana baru. Ada beberapa wahana yg menurut saya perlu perawatan lebih contoh di keraton hantu dan himalaya coaster. Museum bagongnya sekarang mantep polll. Lengkap sih …","Positive","2025-11-08T05:38:07.872700Z","Elma Holmes"
193,"1","2025-11-08T05:38:13.818494Z",192,5.439,5,"Tempat wisata edukasi ilmu pengetahuan dan juga tempat rekreasi digabung menjadi satu, rekomended sekali untuk mengajak anak2 anda kesini. Fasilitasnya lengkap ada pasar tradisional yg menjual aneka suvenir maupun makanan lokal dan hotel tempat menginap jika teman2 merasa mencari lokasi yg tidak jauh dari tempat hiburan batu","Positive","2025-11-08T05:38:13.818494Z","Rahmat Saleh"
194,"1","2025-11-08T05:38:17.614191Z",193,3.305,5,"JATIM PARK 1
Banyak bangett wahana nya😍😍 cocok jga untuk edukasi dan permainan nya🤩🎡🎡🎡 …","Positive","2025-11-08T05:38:17.614191Z","Dinda Laila"
195,"1","2025-11-08T05:38:34.739197Z",194,16.599,5,"Di Jawa Timur Park 1 terdapat beberapa lokasi yang memberikan edukasi pendidikan yaitu Galeri etnik nusantara dan Sciene Center. Ada juga lokasi untuk bersenang senang, yang paling populer adalah pendulum 360 derajat. …","Positive","2025-11-08T05:38:34.739197Z","Syamsu Anaqin"
196,"1","2025-11-08T05:38:42.774442Z",195,7.526,4,"Di jatim park 1 ini kita bisa masuk ke museum tubuh yang penuh dengan pengetahuan tentang tubuh kita, juga ada pemeriksaan gratis utk mata, asam urat, gula darah dll. Setelah masuk museum tubuh kita masuk ke wahana jatim park 1 didalamnya …","Positive","2025-11-08T05:38:42.774442Z","Muhammad Azmi"
197,"1","2025-11-08T05:38:48.071621Z",196,4.812,4,"Berangkat bersama rombongan SDM 2 Bendan Pekalongan , alhamdulillah anak anak senang liburan dan berkumpul bersama teman temannya . …","Positive","2025-11-08T05:38:48.071621Z","gabriella"
198,"1","2025-11-08T05:39:01.525045Z",197,12.979,4,"Wahananya cukup menantang, posisi permainan ada di paling belakang. Banyak tempat spot foto yg bagus, cocok banget untuk anak anak untuk edukasi dan bermain.","Positive","2025-11-08T05:39:01.525045Z","fitri indriani"
199,"1","2025-11-08T05:39:09.750587Z",198,7.708,4,"Tempat wisata yang seru dan menyenangkan untuk seluruh anggota keluarga. Selain banyaknya wahana permainan, disini juga banyak sumber pengetahuan bagi anak. Mulai dari rumah adat indonesia, laboratorium fisika, fish park dengan koleksi macam-macam ikan. Rasanya cukup lengkap sebagai tempat wisata keluarga.","Positive","2025-11-08T05:39:09.750587Z","Ainur Rofiq"
200,"1","2025-11-08T05:39:15.814476Z",199,5.583,4,"U ukuran jatim park ini yg pertama dan terlama.. cocoknya u sekolah"" yg mengadakan study tour krn di dlmnya pembelajaran ttg sejarah"" .. di dlmnya tetep ada permainan, setiap jatim park sll ada permainan"" .","Positive","2025-11-08T05:39:15.814476Z","maria erlin (Erlin)"
201,"1","2025-11-08T05:39:19.302872Z",200,3.009,5,"Kereeeen banget banyak museum dll baguss rekomendeddddd 🥰🥰🥰🥰 …","Positive","2025-11-08T05:39:19.302872Z","Mami Kenaya"
202,"1","2025-11-08T11:49:49.740893Z",201,22229.509,5,"Wahana permainannya sangat asyik dan menantang.. ada juga yg buat anak kecil. Dan yg paling unik adalah sebelum kita masuk ke wahana permainan kita akan melihat tempat-tempat edukasi yg sangat baik untuk pengetahuan kita. Jd yg awalnya saya …","Positive","2025-11-08T11:49:49.740893Z","Hasika Rimai"
203,"1","2025-11-08T11:52:02.896811Z",202,132.663,4,"Salah satu tempat wisata dimalang yg bagus. Tempatnya cocok untuk berwisat barang keluarga..wahananya bgaus bagus . Tempat parkirnya luas. Cocok untuk semua kalangan . Wisatawan lokal maupun wisatawan asing. Tiketnya lumayan mahal sih. Tapi …","Positive","2025-11-08T11:52:02.901176Z","T W"
204,"1","2025-11-08T11:52:14.073230Z",203,12.462,2,"not rekommend bagi orang dewasa,krn lebih banyak edukasi.wahana bermainnya juga biasa saja.makanan juga tidak terlalu enak.cukup 1x aja.jangan masuk lagi.harga saat ini cukup mahal.kalau terlanjur datang,rekommend ke jatim park 2 atau museum angkut.bisa naik angkutan umum dari jatim park 1,tunggu di haltenya","Neutral","2025-11-08T11:52:19.215761Z","snow angel"
205,"1","2025-11-08T11:52:31.819222Z",204,8.231,4,"Sebenernya tempat ini sangat cocok untuk edukasi + rekreasi. Tapi setelah kunjungan saya yg sudah ke 4x nya dari kurun waktu lebih dari 8 tahun terakhir, tempat ini nggak banyak berinovasi. Ada beberapa spot yg sudah kurg terawat, spot …","Neutral","2025-11-08T11:52:31.819222Z","Nuril Alfa"
206,"1","2025-11-08T11:52:36.723463Z",205,4.409,1,"baru kemarin sabtu tgl 27 april kesini, siang sekitar jam satuan mau naik sky swinger staf cowo nya ga ramah saya bertanya jawabannya ketus jahat banget nyesel bgt.","Negative","2025-11-08T11:52:36.723463Z","septia cahyani"
207,"1","2025-11-08T11:52:39.548296Z",206,2.449,4,"Banyak wahananya...
Dr wahana anak anak sampai dewasa","Neutral","2025-11-08T11:52:39.548296Z","Eva Fatmala"
208,"1","2025-11-08T11:52:46.402462Z",207,6.42,4,"Edukasi yang dikemas kreatif dan mengasyikkan ditambah wahana yang seru dan menegangkan membuat adrenalin terpacu untuk mencoba semuanya
Minusnya sih beberapa PC di pengenalan budaya tidak berfungsi dengan baik, dan musholla agak jauh, but all of baguss","Positive","2025-11-08T11:52:46.402462Z","SemangArt"
209,"1","2025-11-08T11:52:56.458109Z",208,9.577,3,"Dibuat kesel banget sama makanan yg dijual didalam JTP1, Untuk harga oke sih gpp mahal karna memang di tempat wisata, TAPI UNTUK RASA NYA BUYAR SEMUA......GK ENAK, MULAI DARI BAKSO,SATE DAN PENTOL SEMUANYA MENYEBALKAN. Sangat sangat tidak enak.","Negative","2025-11-08T11:52:56.458109Z","Jwjwjwjwjjw Bdhsjsjsjsjjs"
210,"1","2025-11-08T11:53:00.318911Z",209,3.277,5,"Tempat wisata yang wahana cocok untuk liburan bersama keluarga maupun teman teman, sama pacar gebetan cemceman juga cocok kok 😂. Tapi mungkin nggak bakal cukup kalo cuma sekali kesini …","Positive","2025-11-08T11:53:00.318911Z","Rena Nafika"
211,"1","2025-11-08T11:53:13.894974Z",210,6.793,5,"Tempat wisata plg enak, harga standar mainannya bnyak..","Positive","2025-11-08T11:53:13.894974Z","Novikasari Wijaya"
212,"1","2025-11-08T11:53:17.423096Z",211,3.006,1,"Stand 23 bakso malang pelayanan lama banget. Gila sejam lebih. Bintang satu","Negative","2025-11-08T11:53:17.423096Z","Limited Man"
213,"1","2025-11-08T11:53:37.968969Z",212,19.222,4,"Jtp 1 terletak dikota batu dengan akses yang sangat mudahh tempat yang wajib anda kunjungi bersama sodara teman atau kelompok saat anda liburan dikota batu jtp1 dibandrol dengan tiket yang standart saja tapi bagi saya mahall di jtp1 sini …","Neutral","2025-11-08T11:53:37.968969Z","bobhye wijanarko"
214,"1","2025-11-08T11:53:41.407865Z",213,2.933,5,"First time ke sini, masukkkk sihhhhh, lengkappp, siapkan mental adrenalin maksimal kalau disini","Positive","2025-11-08T11:53:41.407865Z","Sofyan SH Channel"
215,"1","2025-11-08T11:53:45.317241Z",214,3.454,5,"Jawa timur Park 1 benar benar spektakuler karena banyak wahana adrenalin, sarana pembelajaran fisika & sejarah bahkan edukasi flora fauna pemandangan gunung  view bagus .banyak wahana lain yang menarik untuk di coba .rasakan sensasi luar biasa","Positive","2025-11-08T11:53:45.317241Z","Danu Project"
216,"1","2025-11-08T11:53:48.706484Z",215,2.814,5,"Salah satu wisata di kota Batu Malang Yang paling recommended...
Tiket masuknya sepadan dengan fasilitas & wahana2 serta hiburan di dlmnya...
Banyak tempat2 edukasi buat ank2 di tempat ini... …","Positive","2025-11-08T11:53:48.706484Z","Widhy channel"
217,"1","2025-11-08T11:53:53.199448Z",216,3.977,5,"Ga cuma menyediakan wahana permainan, ada juga diorama tentang peristiwa kemerdekaan, miniatur adat budaya nusantara, ada mini zoo juga, kolam renang, paket komplit. Ada edukasi dna ada hiburan juga. Cocok untuk acara bersama keluarga.","Positive","2025-11-08T11:53:53.199448Z","mel depuratum"
218,"1","2025-11-08T11:54:16.065943Z",217,22.374,5,"capek banget jalan, tp enjoy kok
miniatur budaya Indonesia, layar interaktif juga ada tp ada beberapa yg bahasa Inggris jadi untuk anak-anak yg belum terlalu menguasai bahasa inggris agak susah …","Positive","2025-11-08T11:54:16.065943Z","Ines Almeyda"
219,"1","2025-11-08T11:54:29.863825Z",218,13.371,2,"tolong dong karyawan yg bagian bom - bom car ditegur, terutama yang rambut pendek. judes bgt gila. orang kita disitu jg bayar, bukan pake uangnya dia 😏. apalagi diawal jg kita ga di breafing mainnya gmn, rules nya apa aja. bikin liburan badmood aja. …","Negative","2025-11-08T11:54:29.863825Z","Rezza Aulya"
220,"1","2025-11-08T11:54:40.522614Z",219,10.237,5,"Seru banget tempatnya. Gede banget. Jd konsepnya pinter nih. Awal kita masuk disuguhkan dengan belajar sejarah indonesia dan segala suku budaya yang ada dalam bentuk manekin2. Jadi kita bisa foto2 juga. Nah jalannya lumayan jauh nih menuju …","Positive","2025-11-08T11:54:40.522614Z","Gina Drismayasari"
221,"1","2025-11-08T11:54:44.259773Z",220,3.165,1,"Saya Hanya menjelaskan tentang safety Sabuk yg tidak dipasangkan ke ponakan saya,jawaban pegawai permainan sangat tidak mengenakan hati","Negative","2025-11-08T11:54:44.259773Z","a as"
222,"1","2025-11-08T11:54:52.852461Z",221,8.146,5,"seruuuwww!! disini wahana nya mayan banyakk tp yg cocok kebanyakan buat masih remaja atau anak"" deh, kl yg udah umur 20 an gini keknya yg ekstrem"" ajaa wkwkk selain ada wahana disini jg diberi pengetahuan ttg scientific, budaya, yaaa …","Positive","2025-11-08T11:54:52.852461Z","Ghefira Nur Fatimah"
223,"1","2025-11-08T11:54:57.802698Z",222,4.579,5,"Tempat bermain dan belajar yang sangat bagus, cocok buat segala umur, tempat luas dan edukatif juga. Pelayanan ramah dan cepat, udah banyak tempat sampahnya juga, toilet dimana-mana, akses buat kursi roda juga ada.","Positive","2025-11-08T11:54:57.802698Z","Dwi Jayanti"
224,"1","2025-11-08T11:55:02.862159Z",223,4.719,4,"Jawa Timur Park 1 Merupakan salah satu tempat wisata yang berada di Kota Batu. Diwilayah Jawa Timur Park 1 sendiri terdapat Science and coaster Park yang dapat ditempuh selama 3 jam dengan luas 8 hektar, Ada Juga The Bagong Adventure yang …","Neutral","2025-11-08T11:55:02.862159Z","Serly Putri Wahyuana"
225,"1","2025-11-08T11:55:05.481989Z",224,2.276,4,"Tempat rekreasi yang komplit, dari wahana, tempat edukasi, kolam renangpun ada. Seharian di sini tu gak cukup untuk mencoba semua wahananya, karena begitu banyaknya","Positive","2025-11-08T11:55:05.481989Z","siti muna"
226,"1","2025-11-08T11:55:11.165645Z",225,5.188,3,"Wahana permainan kurang banyak dan jajajan di dalam relatif mahal dan sedikit. Wahana2nya hanya sedikit yang menantang adrenalin... Dan banyak wahanan yg rusak sehingga membuat antrian menjadi lama.","Negative","2025-11-08T11:55:11.165645Z","Luhur Danu Prayogo"
227,"1","2025-11-08T11:55:18.466780Z",226,5.796,5,"Bagus keren..seru pokoknya..tapi untuk alat permainan agak kusam..mungkin udah lama juga ya..","Neutral","2025-11-08T11:55:18.466780Z","Nisa Ariska"
228,"1","2025-11-08T11:55:24.230552Z",227,5.411,1,"Overall oke, tp kesan buruk poolguard yg sangat tidak ramah di kolam anak2. Negur ga pake bentak2 bisa kan. Ngawasi hny dr posko n pake TOA. Kalau capek g usa kerja g pp. Yang dijual itu layanan maka layani konsumen anda dengan baik.","Negative","2025-11-08T11:55:24.230552Z","Maulidyah Amalina R"
229,"1","2025-11-08T11:55:27.252226Z",228,2.605,5,"Tempat rekreasi legendaris .. terlengkap.. terbaik.. semua wahana seru.. cocok untuk anak sekolah.. tempat makannya banyak murah murah.. dan juga oleh oleh yg super lengkap dan ekonomis","Positive","2025-11-08T11:55:27.252226Z","Mira Yulia"
230,"1","2025-11-08T11:55:30.128816Z",229,2.506,5,"Gapernah bosen kesini dari dulu, menyenangkan dan harga tiket terjangkau, tempat wisata recomended kalau ke malang","Positive","2025-11-08T11:55:30.128816Z","nadia cahya"
231,"1","2025-11-08T11:55:38.327361Z",230,7.809,4,"Di sini bisa belajar banyak hal untuk mengetahui anatomi tubuh manusia dan cara merawatnya. Fasilitasnya lengkap dengan kafe, tempat ibadah, rest area, dan tempat parkir yang luas. Tepat digunakan sebagai tempat belajar yang dapat mendukung …","Positive","2025-11-08T11:55:38.327361Z","Sri Kuncoro Suharno Putro"
232,"1","2025-11-08T11:55:46.344018Z",231,7.628,4,"Keren...tempatnya seru. Bagus buat pendidikan karena ada musem tubuhnya,( jadi kita bisa mengetahui ohh seperti ini bntuk tubuh kita bgtu ), wahananya banyak, banyak makanan, oleh2 nya juga banyak, dan Pingen kesini lagi...😂😂😂😂🙏 …","Positive","2025-11-08T11:55:46.344018Z","VIVIE NURMALA SARI"
233,"1","2025-11-08T11:55:47.371730Z",232,7.601999999999999,4,"Sengaja dateng weekday biar bisa naik semua wahana tanpa ngantri, ternyata weekdaypun rame poool, tp ttep bisa nikmatin karena ga crowded kaya kalo weekend. Ngantri juga ga lama. …","Positive","2025-11-08T11:55:59.201731Z","Fadlilah F. Rakhmawati (Fivy)"
234,"1","2025-11-08T11:56:08.055882Z",233,7.13,5,"Paling enak kalo kesini di hari kerja, setidaknya tidak terlalu ramai, harga tiket hanya 85rb
Sayangnya wahana tornado dan roller coaster tidak beroperasi, jadi gabisa nyobain rata","Positive","2025-11-08T11:56:08.055882Z","Mifta Rini"
235,"1","2025-11-08T11:56:11.672874Z",234,3.156,4,"harus remidi. karna di bulan desember masih musim hujan. jd bbrp wahana tdk beroperasi. …","Neutral","2025-11-08T11:56:11.672874Z","ruwaidah damayanti"
236,"1","2025-11-08T11:56:50.145257Z",235,38.048,5,"Wahana buat anak dan dewasa yang recommend. Banyak edukasi dan permainan yang bisa dinikmati disegala usia. Hanya saja makanan di dalam variatif, ada yg mahal ada yg masih worth it. …","Positive","2025-11-08T11:56:50.145257Z","Elifatul Fitriyah"
237,"1","2025-11-08T11:56:55.254629Z",236,4.648,5,"Amusement park paling komplit. Pengetahuan adat ada, pengetahuan ilmu science ada, pengetahuan hewan ada, pengetahuan sosial dan etnik ada, diorama momentum peristiwa penting ada, museum barang-barang prasejarah ada, museum barang barang …","Positive","2025-11-08T11:56:55.254629Z","Hendri Wijaya"
238,"1","2025-11-08T11:57:01.108745Z",237,5.371,5,"Merupkan salah satu tempat rekreasi di malang yang sudah lama juga. hampir setiap tahun saya selalu mengunjungi tempat wisata ini. karena menurut saya selain tidak jauh lokasi nya berada di kota batu dan harganya punya terjangkau. …","Positive","2025-11-08T11:57:01.108745Z","FIRMANDHANA KRISHNA PANDUWINATA"
239,"1","2025-11-08T11:57:06.726906Z",238,5.226,4,"Kesini pas musim hujan agak ga seru ya karena permainannya banyak yg ga jalan. Tapi untungnya banyak spot indoor yang bagus untuk selfie. Hehe","Neutral","2025-11-08T11:57:06.726906Z","Afida Shop"
240,"1","2025-11-08T11:57:09.484039Z",239,2.338,4,"Bagus banget buat wisata selain menyuguhkan edukasi jatimpark juga memiliki banyak wahana permainan yang cukup menantang adrenalin","Positive","2025-11-08T11:57:09.484039Z","Bellasptn"
241,"1","2025-11-08T11:57:18.269176Z",240,8.386,4,"Efek pandemi bikin perawatan di tiap wahanya jadi terbengkalai dan semoga lekas membaik di tahun ini","Positive","2025-11-08T11:57:18.269176Z","RYAN Demerino"
242,"1","2025-11-08T11:57:34.253723Z",241,15.535,5,"Lengkap bgt dengan wahana extrem, kolam renang, museum2..","Positive","2025-11-08T11:57:34.253723Z","asmaul mufidah"
243,"1","2025-11-08T11:57:38.691329Z",242,4.057,4,"untuk bs menikmati semua wahana di sini, lebik baik datang pagi hari, jadi bisa puas.","Positive","2025-11-08T11:57:38.691329Z","Taufiq -"
244,"1","2025-11-08T11:57:43.111406Z",243,3.974,5,"Jawa timur park 1 merupakan taman bermain rekreasi keluarga yang menawarkan berbagai wahana dari yang eduktif sampai menantang.","Positive","2025-11-08T11:57:43.111406Z","Asal tahu aja"
245,"1","2025-11-08T11:57:50.251177Z",244,6.665,1,"Buat kalian yang BB lebih dari 75kg mending dipikir pikir lagi deh kesini, karena kasus wahana yang roboh beberapa bulan lalu sekarang peraturan yg dulunya minim 100 kg untuk naik wahana ekstrem sekarang turun ke 75kg (dan bakal ditimbang …","Negative","2025-11-08T11:57:50.251177Z","Rayan Khalili"
246,"1","2025-11-08T11:57:54.378009Z",245,3.708,5,"Wahana lengkap, museum lengkap, cuman sepertinya banyak bagian yg harus di perbarui dan dicat ulang biar tidak kelihatan kuno","Positive","2025-11-08T11:57:54.378009Z","Ipnu Fajar"
247,"1","2025-11-08T11:58:00.109573Z",246,5.327,4,"Berbagai wahana ada disini. Mulai dari yg bikin heppy sampai yg bikin jantungan. Seru abis pokoknya","Positive","2025-11-08T11:58:00.109573Z","VADJAR Lazuardi"
248,"1","2025-11-08T11:58:06.040674Z",247,5.425,3,"Gak kursi roda friendly disini, kalau bawa stoller repot banget, karena banyak tempat yang akses nya cuma tangga aja,tapi banyak permainan nya, menantang semua, oke lah kalau niat nya memang main, dibandingkan dengan jatim park yang …","Negative","2025-11-08T11:58:06.040674Z","Ika Aja"
249,"1","2025-11-08T11:58:14.710944Z",248,8.143,4,"Kalau untuk anak-anak study tour worth it krn banyak tempat edukasinya. Luas banget tempatnya, jadi, cukup capek. Wahananya cukup beragam, walau waktu itu satu atau dua non aktif krn perbaikan. …","Positive","2025-11-08T11:58:14.710944Z","Aku Alifa"
250,"1","2025-11-08T11:58:26.093941Z",249,10.883,5,"Taman bermain yang seru dan sangat menyenangkan untuk mencoba wahana-wahananya. Cocok untuk seru-seruan dengan teman-teman sebaya. Overall wahana-wahananya baik dan terawat dengan baik, namun ada beberapa yang dibiarkan kosong dan tidak terawat.","Neutral","2025-11-08T11:58:26.093941Z","Putri Sukmadewi"
251,"1","2025-11-08T11:58:29.781040Z",250,3.231,4,"Perjalanan masuknya lamaa di museum2, sedangkan wahana permainannya berada di jauuhhhh dari pintu masuk hampir di perjalanan menuju pintu keluar","Negative","2025-11-08T11:58:29.781040Z","Thiyar wulandari"
252,"1","2025-11-08T11:58:43.640395Z",251,13.365,5,"Tempat rekreasi yang cocok banget buat keluarga. Selain tempatnya yang indah udaranya juga sejuk. Wahananya lengkap dari wahana anak anak sampai yang memicu adrenaline.pokoknya mantap banget.","Positive","2025-11-08T11:58:43.640395Z","Nanang Setiawan"
253,"1","2025-11-08T12:14:02.629224Z",252,918.038,5,"Tempat yang menarik untuk mengenal kebudayaan Indonesia, belajar ilmu pengetahuan dan berbagai wahana permainan yang tersedia untuk berbagai usia. …","Positive","2025-11-08T12:14:02.629224Z","Lisa Angriani"
254,"1","2025-11-08T12:14:05.740041Z",253,2.582,5,"Tempaattt favoritt liburan keluargaa di malang💖
Harga terjangkau. Parkir luas. Banyak yg jual makan didalam. Kolam renang luas. Kebersihan oke. Kamar mandi bagus hehe. Perminan nya seru semua. Untuk anak-anak maupun dewasa ada semua. …","Positive","2025-11-08T12:14:05.740041Z","Hikmah Vias"
255,"1","2025-11-08T12:14:13.809159Z",254,7.659,4,"Temoat wisata permainan dan edukasi anak maupun remaja dewasa segala umur yg lengkap dan lumayan terjangkau apabila hari biasa non libur harga hanya 70 rb apabila hari libur atau weekend 120 rb tiket terusan dan ada yg tidak seperti flyng fox gokart dikenakan biaya lagi banyak fasilitas lengkap seperti tmpt ibadah toilet food court","Positive","2025-11-08T12:14:13.809159Z","Miqdad Faqodz"
256,"1","2025-11-08T12:14:21.705676Z",255,7.415,5,"Fiuh..tempat ini luas bingit...seperti teman2nya yang lain...jatimpark 2 dan 3..keren
..worth it harga tiket dengan fasilitasnya ...awesome","Positive","2025-11-08T12:14:21.705676Z","Mangan Dolan"
257,"1","2025-11-08T12:15:46.818565Z",256,84.585,5,"Ticket lumayan mahal karena kebetulan kami berkunjung pas high season, @170rb untuk ticket terusan sampai museum angkut. Wahana permainan sangat variatif, tersedia toilet disetiap sudut jadi gampang untuk ke toilet, tersedia stall makanan …","Neutral","2025-11-08T12:15:46.818565Z","Dwiana Binti Yulianti"
258,"1","2025-11-08T12:15:53.875533Z",257,6.477,3,"Kesan pertama kali masuk suasananya krg terang,krg pencahayaan jdi agk serem😱 sepanjang jln tmptnya bersih,no sampah👍.Cuma toiletnya krg bersih👎wahana permainan lmyan,klo bisa ditambah.Oia..arah pintu keluarnya ribet bgt harus ngelewatin toko"" stand"" lama bangeeeett😧 …","Positive","2025-11-08T12:15:53.875533Z","Febrie RD"
259,"1","2025-11-08T12:15:55.938701Z",258,1.608,5,"Top banget buat tempat berwisata bareng keluarga. Harga masuk 120k/org. buka sampai jam 16.30","Positive","2025-11-08T12:15:55.938701Z","bella sabrilla"
260,"1","2025-11-08T12:15:59.480083Z",259,3.133,4,"Bagus untuk liburan dan hiburan, terutama bagong science center. Mengajari tentang anatomi tubuh manusia dengan cara penyampaian  yang disukai anak anak. Setelah acara selesai dapat gratis periksa mata dan tes osteoporosis untuk pengunjung diatas 40 tahun.","Positive","2025-11-08T12:15:59.480083Z","yusti yusti"
261,"1","2025-11-08T12:16:02.617996Z",260,2.658,5,"Jawa timur park 1 a.k.a Jatim park 1

Waaaaa kalo ini sih aku seneng banget kesini berapa kalipun pasti mau akutuh. …","Positive","2025-11-08T12:16:02.617996Z","Rizka Rahma"
262,"1","2025-11-08T12:16:19.097457Z",261,16.076,5,"Taman hiburan pertama di Jawa Timur,, sehingga tempatnya makin lama makin luas. Dan bahkan di setiap tahunnya bisa bertambah 3 wahana permainan baru. Saya hanya menyarankan bagi pengelola tolong di Gatot Coaster 360 pengamannya tidak bisa …","Positive","2025-11-08T12:16:19.097457Z","M. Fajar Wirayudha"
263,"1","2025-11-08T12:16:27.061631Z",262,7.452,3,"(Musium tubuh) Sebenarnya sih tempatnya sudah oke, Anak pun senang, suasana juga oke 👍, tapi sayang ada 1 kejadian yang membuat kami kecewa. Makananyang disajikan di cafenya,, ayamnya basi 🤮 sekelas jatimpark tidak mengontrol makanan yang dimasak dan disajikan begitu saja 🤮🤮🤮 …","Negative","2025-11-08T12:16:27.061631Z","Kalis Priyanto"
264,"1","2025-11-08T12:16:31.903477Z",263,4.319,5,"Salah satu tempat wisata yang wajib di kunjungi saat kalian liburan ke malang.
Di Jatim Park 1 kalian bisa bermain sambil mengenal dan belajar beberapa sejarah Indonesia selain itu kalian juga bisa bermain beberapa permainan sains dan teknologi ...","Positive","2025-11-08T12:16:31.903477Z","A- Rp."
265,"1","2025-11-08T12:16:35.236637Z",264,2.89,4,"Tujuan Wisata & tempat Rekreasi lokal, Lumayan buat refreshing, anak lumayan terhibur & fun, ada Wahana bermain, Cinema 3D, saran agar upgrade wahana yg ada, ditambah variasi, icon2 edukatif, spy pengunjung makin antusias.","Positive","2025-11-08T12:16:35.236637Z","Teguh Santoso"
266,"1","2025-11-08T12:16:41.047604Z",265,5.299,4,"Lokasi mudah ditemukan cz berada di depan jalan raya, tepate depan stadion brantas batu. Cocok liburan buat keluarga. Wahana permainan anak2 lumayan lengkap","Positive","2025-11-08T12:16:41.047604Z","Pranadhe Rosi Anwar"
267,"1","2025-11-08T12:16:45.207868Z",266,3.739,1,"sekali aja kesini, ga mau balik lagi!! pas hujan ga ada ganti rugi sama sekali dengan pihak manajemen nya. udah tau kalo musim hujan tapi ga ada dispensasi pengganti apa², kesini cuman main 3 wahana itu pun main antri nya lama banget …","Negative","2025-11-08T12:16:45.207868Z","Ibra Prikusuma Dandi"
268,"1","2025-11-08T12:16:47.614089Z",267,1.963,5,"Tempatnya bener bener edukasi banget. Bisa pelajar apa aja. Misalnya sejarah kerajaan, tarian tarian, sayur mayur, candi, sains, matematika, ragam budaya indonesia dan juga menyediakan wahana-wahana permainan daru yang santai sampe bikin …","Positive","2025-11-08T12:16:47.614089Z","Nova Narulita S"
269,"1","2025-11-08T12:16:53.313947Z",268,5.25,4,"Wahananya beragam sesuai dg harga tiket masuk. Makanan di kantin banyak pilihannya tapi harganya sedikit mahal. Toilet banyak dimana2 dan bersih tapi ada beberapa yg tidak bisa dipakai. Jangan kesini waktu musim hujan krn wahana ditutup","Positive","2025-11-08T12:16:53.313947Z","Ficay r"
270,"1","2025-11-08T12:16:59.596064Z",269,5.818,5,"Wisata yang cocok untuk keluarga karena banyak permainan dan edukasi untuk anak anak. Disini terdapat banyak sekali permainan mulai dari rollcoaster, boom2car, dan lain lain. Jalanan menuju tempat ini sangat mudah. Jika kalian naik kereta …","Positive","2025-11-08T12:16:59.596064Z","Retty Danar S"
271,"1","2025-11-08T12:17:01.783333Z",270,1.681,4,"Tiket masuk nya 120 ribu untuk weekend. Bisa main wahana juga sepuasnya. Ada kolam renang permainan juga loh. Cobain juga Jatim park 2&3 nya ya","Positive","2025-11-08T12:17:01.783333Z","Verlia J"
